Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
78	7	6	3	6	cnn-25037	CNN	2016-07-29	2016-07-31	Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?	Registered Voters - Republican			Live Phone	Nonpartisan	None
33	35	15	9	8	cnn-25037	CNN	2016-07-29	2016-07-31	Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?	Registered Voters - independent			Live Phone	Nonpartisan	None
41	47		3	10	cbs-25024	CBS	2016-07-29	2016-07-31	f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?	Registered Voters	1131		Live Phone	Nonpartisan	None
10	86		1	3	cbs-25024	CBS	2016-07-29	2016-07-31	f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?	Registered Voters - Democrat	376		Live Phone	Nonpartisan	None
81	13		2	4	cbs-25024	CBS	2016-07-29	2016-07-31	f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?	Registered Voters - Republican	315		Live Phone	Nonpartisan	None
39	38		5	17	cbs-25024	CBS	2016-07-29	2016-07-31	f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?	Registered Voters - independent	440		Live Phone	Nonpartisan	None
38	43	10	2	6	cbs-25024	CBS	2016-07-29	2016-07-31	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?	Registered Voters	1131		Live Phone	Nonpartisan	None
10	82	5	1	3	cbs-25024	CBS	2016-07-29	2016-07-31	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?	Registered Voters - Democrat	376		Live Phone	Nonpartisan	None
78	9	8	2	3	cbs-25024	CBS	2016-07-29	2016-07-31	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?	Registered Voters - Republican	315		Live Phone	Nonpartisan	None
35	34	17	4	10	cbs-25024	CBS	2016-07-29	2016-07-31	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?	Registered Voters - independent	440		Live Phone	Nonpartisan	None
46	49		5		upi-cvoter-25060	UPI/CVOTER	2016-07-25	2016-07-31		Likely Voters	989	3	Internet	Nonpartisan	None
42	50			8	nbc-surveymonkey-25039	NBC/SurveyMonkey	2016-07-25	2016-07-31	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Registered Voters	12742	1.2	Internet	Nonpartisan	None
38	43	9	4	5	nbc-surveymonkey-25039	NBC/SurveyMonkey	2016-07-25	2016-07-31	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Registered Voters	12742	1.2	Internet	Nonpartisan	None
40	43			17	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters	1931	2	Internet	Nonpartisan	None
11	82			8	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Democrat	699		Internet	Nonpartisan	None
78	9			13	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Republican	579		Internet	Nonpartisan	None
38	32			30	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - independent	653		Internet	Nonpartisan	None
36	41	11		12	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters	1931	2	Internet	Nonpartisan	None
9	80	5		6	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Democrat	699		Internet	Nonpartisan	None
74	9	9		21	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Republican	579		Internet	Nonpartisan	None
32	27	20		8	morning-consult-25023	Morning Consult	2016-07-29	2016-07-30	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - independent	653		Internet	Nonpartisan	None
41	46	6	2	5	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters	1276	2.7	IVR/Online	Pollster	Dem
9	83	3	2	4	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
79	8	7	2	4	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
42	35	10	2	11	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
45	50			5	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	1276	2.7	IVR/Online	Pollster	Dem
9	97			4	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
86	10			3	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
46	42			13	ppp-d-25022	PPP (D)	2016-07-29	2016-07-30	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
31	46	7	2	15	raba-research-25020	RABA Research	2016-07-29	2016-07-29	If the election for Present were held today, for whom would you vote?	Likely Voters	956	3.2	Internet	Nonpartisan	None
35	40		8	17	ipsos-reuters-25002	Ipsos/Reuters	2016-07-25	2016-07-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1050		Internet	Nonpartisan	None
9	79		4	8	ipsos-reuters-25002	Ipsos/Reuters	2016-07-25	2016-07-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
71	6		9	14	ipsos-reuters-25002	Ipsos/Reuters	2016-07-25	2016-07-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
23	27		27	24	ipsos-reuters-25002	Ipsos/Reuters	2016-07-25	2016-07-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
37	37	5	6	15	ipsos-reuters-25002	Ipsos/Reuters	2016-07-25	2016-07-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1433		Internet	Nonpartisan	None
42	43		10	4	rasmussen-24988	Rasmussen	2016-07-26	2016-07-27	If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?	Likely Voters	1000	3	IVR/Online	Nonpartisan	None
38	40	5	8	9	yougov-economist-24962	YouGov/Economist	2016-07-23	2016-07-24	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters	1057		Internet	Nonpartisan	None
6	81	2	4	7	yougov-economist-24962	YouGov/Economist	2016-07-23	2016-07-24	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Democrat	406		Internet	Nonpartisan	None
78	6	5	5	5	yougov-economist-24962	YouGov/Economist	2016-07-23	2016-07-24	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Republican	287		Internet	Nonpartisan	None
38	26	9	13	15	yougov-economist-24962	YouGov/Economist	2016-07-23	2016-07-24	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - independent	364		Internet	Nonpartisan	None
44	41	6		10	penn-schoen-berland-25049	Penn Schoen Berland	2016-07-22	2016-07-24	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters	1000	3	Internet	Nonpartisan	None
9	79	3		9	penn-schoen-berland-25049	Penn Schoen Berland	2016-07-22	2016-07-24	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters - Democrat			Internet	Nonpartisan	None
85	3	5		7	penn-schoen-berland-25049	Penn Schoen Berland	2016-07-22	2016-07-24	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters - Republican			Internet	Nonpartisan	None
33	28	19		20	penn-schoen-berland-25049	Penn Schoen Berland	2016-07-22	2016-07-24	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters - independent			Internet	Nonpartisan	None
44	43		4	10	cbs-24956	CBS	2016-07-22	2016-07-24	f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?	Registered Voters	1118	4	Live Phone	Nonpartisan	None
11	84		0	4	cbs-24956	CBS	2016-07-22	2016-07-24	f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?	Registered Voters - Democrat			Live Phone	Nonpartisan	None
82	6		3	9	cbs-24956	CBS	2016-07-22	2016-07-24	f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?	Registered Voters - Republican			Live Phone	Nonpartisan	None
